Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64650999,04/15/2025 12:33:21 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11104,43-33 46 STREET,46 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,46 STREET,,In Progress,,,04/15/2025 02:27:01 AM,02 QUEENS,4001410015,QUEENS,"1,006,845","210,458",MOBILE,Unspecified,QUEENS,Car,,,,,,,40.74430632391316,-73.91845801,"(40.74430632391316, -73.91845801334341)"
64649295,04/15/2025 12:33:00 AM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11203,,,,,CHURCH AVENUE,EAST 39 STREET,INTERSECTION,BROOKLYN,,N/A,Open,,,,17 BROOKLYN,,BROOKLYN,"1,000,633","176,542",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.651228523952554,-73.94095868,"(40.651228523952554, -73.94095868439308)"
64650990,04/15/2025 12:32:39 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1183 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,04/15/2025 02:05:26 AM,04 BRONX,2024880031,BRONX,"1,006,211","243,445",ONLINE,Unspecified,BRONX,,,,,,,,40.834848330555566,-73.92063817,"(40.834848330555566, -73.92063817038486)"
64648476,04/15/2025 12:32:37 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11103,41-06 30 AVENUE,30 AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,30 AVENUE,,In Progress,,,,01 QUEENS,4006830026,QUEENS,"1,008,061","217,429",MOBILE,Unspecified,QUEENS,,,,,,,,40.76343674952193,-73.91404497,"(40.76343674952193, -73.91404496769812)"
64651999,04/15/2025 12:32:32 AM,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11421,74-25 85 ROAD,85 ROAD,DEXTER COURT,75 STREET,DEXTER COURT,75 STREET,ADDRESS,WOODHAVEN,85 ROAD,,In Progress,,,,09 QUEENS,4088390182,QUEENS,"1,020,791","192,146",ONLINE,Unspecified,QUEENS,Car,,,,,,,40.69399771892393,-73.86822845,"(40.69399771892393, -73.8682284511043)"
64645918,04/15/2025 12:32:23 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,86-19 DEXTER COURT,DEXTER COURT,85 DRIVE,86 ROAD,85 DRIVE,86 ROAD,ADDRESS,WOODHAVEN,DEXTER COURT,,In Progress,,,,09 QUEENS,4088360001,QUEENS,"1,020,951","191,512",ONLINE,Unspecified,QUEENS,,,,,,,,40.69225687546188,-73.86765493,"(40.69225687546188, -73.86765492558875)"
64652300,04/15/2025 12:32:23 AM,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10472,1337 BOYNTON AVENUE,BOYNTON AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,BOYNTON AVENUE,,In Progress,,,,09 BRONX,2038630048,BRONX,"1,017,716","242,481",UNKNOWN,Unspecified,BRONX,,,,,,,,40.83216632778189,-73.87906669,"(40.83216632778189, -73.87906669051273)"
64644682,04/15/2025 12:32:18 AM,,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11385,1734 STANHOPE STREET,STANHOPE STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,STANHOPE STREET,,In Progress,,,,05 QUEENS,4034290017,QUEENS,"1,007,803","196,527",ONLINE,Unspecified,QUEENS,,,,,,,,40.70606663052472,-73.91504949,"(40.70606663052472, -73.91504949212865)"
64644768,04/15/2025 12:32:10 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,74-22 JAMAICA AVENUE,JAMAICA AVENUE,ELDERT LANE,DEXTER COURT,ELDERT LANE,DEXTER COURT,ADDRESS,WOODHAVEN,JAMAICA AVENUE,,In Progress,,,,09 QUEENS,4088990011,QUEENS,"1,021,016","191,154",ONLINE,Unspecified,QUEENS,,,,,,,,40.69127397942689,-73.86742249,"(40.69127397942689, -73.86742248755378)"
64648477,04/15/2025 12:32:07 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,74-29 JAMAICA AVENUE,JAMAICA AVENUE,DEXTER COURT,75 STREET,DEXTER COURT,75 STREET,ADDRESS,WOODHAVEN,JAMAICA AVENUE,,In Progress,,,,09 QUEENS,4088350001,QUEENS,"1,021,104","191,178",ONLINE,Unspecified,QUEENS,,,,,,,,40.69133948781046,-73.86710503,"(40.69133948781046, -73.86710503037989)"
64644792,04/15/2025 12:32:05 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,76-30 85 DRIVE,85 DRIVE,76 STREET,79 STREET,76 STREET,79 STREET,ADDRESS,WOODHAVEN,85 DRIVE,,In Progress,,,,09 QUEENS,4088440014,QUEENS,"1,021,540","192,104",ONLINE,Unspecified,QUEENS,,,,,,,,40.69387931452647,-73.8655277,"(40.69387931452647, -73.8655276974126)"
64647080,04/15/2025 12:32:03 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,77-16 86 AVENUE,86 AVENUE,76 STREET,78 STREET,76 STREET,78 STREET,ADDRESS,WOODHAVEN,86 AVENUE,,In Progress,,,,09 QUEENS,4088410127,QUEENS,"1,021,658","191,876",ONLINE,Unspecified,QUEENS,,,,,,,,40.69325301004759,-73.86510344,"(40.69325301004759, -73.86510344179736)"
64652131,04/15/2025 12:32:03 AM,04/15/2025 12:40:17 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:40:20 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64646060,04/15/2025 12:31:54 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,92-13 ROOSEVELT AVENUE,ROOSEVELT AVENUE,92 STREET,ASKE STREET,92 STREET,ASKE STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,,In Progress,,,04/15/2025 01:19:39 AM,03 QUEENS,4014800039,QUEENS,"1,019,121","212,064",ONLINE,Unspecified,QUEENS,,,,,,,,40.74867450049622,-73.87414748,"(40.74867450049622, -73.87414748266958)"
64646055,04/15/2025 12:31:46 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11234,CRAWFORD FIELD,CRAWFORD FIELD,AVENUE T,AVENUE U,AVENUE T,AVENUE U,UNRECOGNIZED,BROOKLYN,REV T J CRAWFORD ATHLETIC FLD,,In Progress,,,,18 BROOKLYN,3084020005,BROOKLYN,"1,007,549","163,186",MOBILE,Monsignor Crawford Field,BROOKLYN,,,,,,,,40.61455365648537,-73.91608082,"(40.61455365648537, -73.91608081829365)"
64643906,04/15/2025 12:31:05 AM,04/15/2025 12:48:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,10 AVENUE,10 AVENUE,10 AVENUE,WEST   55 STREET,10 AVENUE,WEST   55 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/15/2025 12:48:31 AM,04 MANHATTAN,,MANHATTAN,"987,157","219,013",PHONE,Unspecified,MANHATTAN,,,,,,,,40.76781600688597,-73.98950537,"(40.76781600688597, -73.98950536853718)"
64645021,04/15/2025 12:30:47 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10456,751 FOREST AVENUE,FOREST AVENUE,EAST  156 STREET,EAST  158 STREET,EAST  156 STREET,EAST  158 STREET,ADDRESS,BRONX,FOREST AVENUE,,In Progress,,,,01 BRONX,2026460036,BRONX,"1,010,233","237,477",MOBILE,Unspecified,BRONX,,,,,,,,40.81845696341895,-73.90612674,"(40.81845696341895, -73.90612674157968)"
64648566,04/15/2025 12:30:40 AM,,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,11226,191 PARKSIDE AVENUE,PARKSIDE AVENUE,BRIGHTON LINE,PARKSIDE COURT,BRIGHTON LINE,PARKSIDE COURT,ADDRESS,BROOKLYN,PARKSIDE AVENUE,,In Progress,,,,09 BROOKLYN,3050260304,BROOKLYN,"995,021","177,972",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.655162165701725,-73.96118101,"(40.655162165701725, -73.96118101201915)"
64650797,04/15/2025 12:30:34 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11385,64-18 FRESH POND ROAD,FRESH POND ROAD,GROVE STREET,LINDEN STREET,GROVE STREET,LINDEN STREET,ADDRESS,RIDGEWOOD,FRESH POND ROAD,,In Progress,,,04/15/2025 12:52:35 AM,05 QUEENS,4035250050,QUEENS,"1,012,184","198,016",MOBILE,Unspecified,QUEENS,,,,,,,,40.71014083456102,-73.89924202,"(40.71014083456102, -73.89924202097941)"
64644688,04/15/2025 12:30:31 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,975 LIBERTY AVENUE,LIBERTY AVENUE,CHESTNUT STREET,DOSCHER STREET,CHESTNUT STREET,DOSCHER STREET,ADDRESS,BROOKLYN,LIBERTY AVENUE,,In Progress,,,,05 BROOKLYN,3041570032,BROOKLYN,"1,019,312","186,231",PHONE,Unspecified,BROOKLYN,,,,,,,,40.67776839724088,-73.87359269,"(40.67776839724088, -73.87359268852113)"
64649703,04/15/2025 12:30:18 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1183 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,04/15/2025 02:05:18 AM,04 BRONX,2024880031,BRONX,"1,006,211","243,445",ONLINE,Unspecified,BRONX,,,,,,,,40.834848330555566,-73.92063817,"(40.834848330555566, -73.92063817038486)"
64644086,04/15/2025 12:29:45 AM,04/15/2025 12:39:24 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,76-36 164 STREET,164 STREET,76 ROAD,77 AVENUE,76 ROAD,77 AVENUE,ADDRESS,FRESH MEADOWS,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:39:30 AM,08 QUEENS,4068480001,QUEENS,"1,038,334","203,443",ONLINE,Unspecified,QUEENS,,,,,,,,40.724915407989414,-73.80487557,"(40.724915407989414, -73.80487556506887)"
64651902,04/15/2025 12:29:01 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,511 WILLIAMS AVENUE,WILLIAMS AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,WILLIAMS AVENUE,,In Progress,,,,05 BROOKLYN,3038190010,BROOKLYN,"1,012,682","180,954",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.663308000053604,-73.89751774,"(40.663308000053604, -73.89751773618866)"
64651152,04/15/2025 12:28:51 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1030 EAST   58 STREET,EAST   58 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   58 STREET,,In Progress,,,,18 BROOKLYN,3077830143,BROOKLYN,"1,006,371","168,709",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62971615137735,-73.92030568,"(40.62971615137735, -73.92030568071792)"
64643700,04/15/2025 12:28:46 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,184 ETNA STREET,ETNA STREET,RICHMOND STREET,CHESTNUT STREET,RICHMOND STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,ETNA STREET,,In Progress,,,04/15/2025 02:27:27 AM,05 BROOKLYN,3041150026,BROOKLYN,"1,018,413","189,241",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68603366963854,-73.87681854,"(40.68603366963854, -73.87681854478991)"
64649613,04/15/2025 12:28:42 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11214,2057 86 STREET,86 STREET,BAY   25 STREET,BAY   26 STREET,BAY   25 STREET,BAY   26 STREET,ADDRESS,BROOKLYN,86 STREET,,In Progress,,,,11 BROOKLYN,3063460056,BROOKLYN,"985,112","159,257",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.603799948415876,-73.99689572,"(40.603799948415876, -73.99689571775095)"
64650070,04/15/2025 12:28:41 AM,04/15/2025 12:43:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,527 HERKIMER STREET,HERKIMER STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,HERKIMER STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,04/15/2025 12:43:15 AM,03 BROOKLYN,3016990046,BROOKLYN,"1,001,965","186,630",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67891527361481,-73.9361319,"(40.67891527361481, -73.93613189623346)"
64647361,04/15/2025 12:28:27 AM,04/15/2025 12:38:45 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,169-10 GOETHALS AVENUE,GOETHALS AVENUE,168 STREET,UNIVERSITY ROAD,168 STREET,UNIVERSITY ROAD,ADDRESS,JAMAICA,GOETHALS AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:38:50 AM,08 QUEENS,,QUEENS,"1,040,270","201,801",ONLINE,Unspecified,QUEENS,,,,,,,,40.72039647858001,-73.79790455,"(40.72039647858001, -73.79790454945179)"
64644095,04/15/2025 12:28:03 AM,04/15/2025 12:34:25 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,77-42 160 STREET,160 STREET,77 ROAD,78 AVENUE,77 ROAD,78 AVENUE,ADDRESS,FRESH MEADOWS,160 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:34:30 AM,08 QUEENS,4068280008,QUEENS,"1,037,465","202,756",ONLINE,Unspecified,QUEENS,,,,,,,,40.723035034391216,-73.80801617,"(40.723035034391216, -73.80801616820261)"
64644796,04/15/2025 12:27:37 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,76-02 86 AVENUE,86 AVENUE,76 STREET,78 STREET,76 STREET,78 STREET,ADDRESS,WOODHAVEN,86 AVENUE,,In Progress,,,,09 QUEENS,4088400117,QUEENS,"1,021,413","191,811",ONLINE,Unspecified,QUEENS,,,,,,,,40.69307563247508,-73.86598729,"(40.69307563247508, -73.86598729068976)"
64648641,04/15/2025 12:27:34 AM,,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,Street,10307,318 SLEIGHT AVENUE,SLEIGHT AVENUE,AMBOY ROAD,PARADISE PLACE,AMBOY ROAD,PARADISE PLACE,ADDRESS,STATEN ISLAND,SLEIGHT AVENUE,,In Progress,,,,03 STATEN ISLAND,5078960031,STATEN ISLAND,"916,948","124,981",ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.509463748307354,-74.24203003,"(40.509463748307354, -74.2420300277858)"
64644793,04/15/2025 12:27:34 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,85-44 76 STREET,76 STREET,85 ROAD,85 DRIVE,85 ROAD,85 DRIVE,ADDRESS,WOODHAVEN,76 STREET,,In Progress,,,,09 QUEENS,4088390028,QUEENS,"1,021,291","192,109",ONLINE,Unspecified,QUEENS,,,,,,,,40.69389408402358,-73.86642559,"(40.69389408402358, -73.86642559298787)"
64645871,04/15/2025 12:27:33 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,76-37 85 ROAD,85 ROAD,76 STREET,79 STREET,76 STREET,79 STREET,ADDRESS,WOODHAVEN,85 ROAD,,In Progress,,,,09 QUEENS,4088460034,QUEENS,"1,021,502","192,358",ONLINE,Unspecified,QUEENS,,,,,,,,40.69457664490006,-73.86566333,"(40.69457664490006, -73.86566332516497)"
64643659,04/15/2025 12:27:30 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,85-20 76 STREET,76 STREET,PARK LANE SOUTH,85 ROAD,PARK LANE SOUTH,85 ROAD,ADDRESS,WOODHAVEN,76 STREET,,In Progress,,,,09 QUEENS,4088390016,QUEENS,"1,021,231","192,339",ONLINE,Unspecified,QUEENS,,,,,,,,40.69452563093472,-73.8666407,"(40.69452563093472, -73.86664069733897)"
64643679,04/15/2025 12:27:28 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,85-34 79 STREET,79 STREET,85 ROAD,85 DRIVE,85 ROAD,85 DRIVE,ADDRESS,WOODHAVEN,79 STREET,,In Progress,,,,09 QUEENS,4088450029,QUEENS,"1,021,896","192,361",ONLINE,Unspecified,QUEENS,,,,,,,,40.69458321196079,-73.86424248,"(40.69458321196079, -73.86424248359516)"
64646215,04/15/2025 12:27:26 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,85-52 79 STREET,79 STREET,85 DRIVE,86 AVENUE,85 DRIVE,86 AVENUE,ADDRESS,WOODHAVEN,79 STREET,,In Progress,,,,09 QUEENS,4088440025,QUEENS,"1,021,945","192,175",ONLINE,Unspecified,QUEENS,,,,,,,,40.694072477096604,-73.86406682,"(40.694072477096604, -73.86406682287745)"
64644722,04/15/2025 12:27:25 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10454,350 EAST  143 STREET,EAST  143 STREET,ALEXANDER AVENUE,WILLIS AVENUE,ALEXANDER AVENUE,WILLIS AVENUE,ADDRESS,BRONX,EAST  143 STREET,,In Progress,,,04/15/2025 01:26:37 AM,01 BRONX,2023040001,BRONX,"1,005,803","235,447",MOBILE,Unspecified,BRONX,,,,,,,,40.812897103451725,-73.92213828,"(40.812897103451725, -73.92213827515442)"
64643735,04/15/2025 12:27:17 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,975 LIBERTY AVENUE,LIBERTY AVENUE,CHESTNUT STREET,DOSCHER STREET,CHESTNUT STREET,DOSCHER STREET,ADDRESS,BROOKLYN,LIBERTY AVENUE,,In Progress,,,,05 BROOKLYN,3041570032,BROOKLYN,"1,019,312","186,231",PHONE,Unspecified,BROOKLYN,,,,,,,,40.67776839724088,-73.87359269,"(40.67776839724088, -73.87359268852113)"
64648543,04/15/2025 12:26:46 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1183 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,04/15/2025 02:05:05 AM,04 BRONX,2024880031,BRONX,"1,006,211","243,445",ONLINE,Unspecified,BRONX,,,,,,,,40.834848330555566,-73.92063817,"(40.834848330555566, -73.92063817038486)"
64652272,04/15/2025 12:26:46 AM,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Passenger,,10004,PIER    6,PIER    6,FDR DRIVE EXIT    1 NORTHBOUND,FRANKLIN D ROOSEVELT DRIVE,FDR DRIVE EXIT    1 NORTHBOUND,FRANKLIN D ROOSEVELT DRIVE,UNRECOGNIZED,NEW YORK,PIER    6,,In Progress,,,,01 MANHATTAN,1000020023,MANHATTAN,"981,745","194,789",ONLINE,Unspecified,MANHATTAN,,,"PIER    6, MANHATTAN (NEW YORK) ,NY, 10004",,,,,40.70132722143683,-74.00903434,"(40.70132722143683, -74.00903434216046)"
64649679,04/15/2025 12:26:19 AM,,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10011,10 5 AVENUE,5 AVENUE,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,NEW YORK,5 AVENUE,,In Progress,,,04/15/2025 01:13:16 AM,02 MANHATTAN,1005720044,MANHATTAN,"985,291","206,115",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.732414669162935,-73.99624386,"(40.732414669162935, -73.99624385716795)"
64646256,04/15/2025 12:26:02 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10031,1540 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  136 STREET,WEST  138 STREET,WEST  136 STREET,WEST  138 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,In Progress,,,,09 MANHATTAN,1019880200,MANHATTAN,"997,641","237,943",MOBILE,Jacob H. Schiff Playground,MANHATTAN,,,,,,,,40.81976406504372,-73.95161908,"(40.81976406504372, -73.95161908487401)"
64648604,04/15/2025 12:25:55 AM,04/15/2025 12:35:07 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10007,7 WORLD TRADE CENTER,WORLD TRADE CENTER,VESEY STREET,BARCLAY STREET,VESEY STREET,BARCLAY STREET,ADDRESS,NEW YORK,WORLD TRADE CENTER,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:35:10 AM,01 MANHATTAN,1000840036,MANHATTAN,"981,004","199,122",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71322004182904,-74.01170887,"(40.71322004182904, -74.01170886510467)"
64643698,04/15/2025 12:25:53 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10013,231 GRAND STREET,GRAND STREET,ELIZABETH STREET,BOWERY,ELIZABETH STREET,BOWERY,ADDRESS,NEW YORK,GRAND STREET,,In Progress,,,04/15/2025 01:04:04 AM,02 MANHATTAN,1002390020,MANHATTAN,"985,593","201,072",PHONE,Unspecified,MANHATTAN,,,,,,,,40.718572818561526,-73.99515519,"(40.718572818561526, -73.99515518523783)"
64645328,04/15/2025 12:25:20 AM,04/15/2025 12:33:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11224,2929 WEST   31 STREET,WEST   31 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   31 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/15/2025 12:33:35 AM,13 BROOKLYN,3070500001,BROOKLYN,"984,957","148,782",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57504818064165,-73.99745501,"(40.57504818064165, -73.99745500833791)"
64647362,04/15/2025 12:24:59 AM,04/15/2025 12:36:35 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11367,65-30 KISSENA BOULEVARD,KISSENA BOULEVARD,65 AVENUE,MELBOURNE AVENUE,65 AVENUE,MELBOURNE AVENUE,ADDRESS,FLUSHING,KISSENA BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:36:40 AM,08 QUEENS,4065170001,QUEENS,"1,035,601","207,733",ONLINE,Unspecified,QUEENS,,,,,,,,40.736706668278025,-73.81470292,"(40.736706668278025, -73.81470292143399)"
64648575,04/15/2025 12:24:56 AM,04/15/2025 12:45:20 AM,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10002,71 HENRY STREET,HENRY STREET,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,ADDRESS,NEW YORK,HENRY STREET,,Closed,,The Police Department visited the location and no Encampment was found.,04/15/2025 12:45:30 AM,03 MANHATTAN,,MANHATTAN,"985,919","199,068",MOBILE,N/A,MANHATTAN,,,,,,,,40.71307226273342,-73.99397965,"(40.71307226273342, -73.99397965111204)"
64648679,04/15/2025 12:24:50 AM,04/15/2025 12:47:28 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10019,524 WEST   59 STREET,WEST   59 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   59 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/15/2025 12:47:33 AM,04 MANHATTAN,1010870005,MANHATTAN,"987,432","220,095",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77078572075023,-73.98851207,"(40.77078572075023, -73.9885120720818)"
64650707,04/15/2025 12:24:41 AM,,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10468,250 BEDFORD PARK BOULEVARD WEST,BEDFORD PARK BOULEVARD WEST,GOULDEN AVENUE,PAUL AVENUE,GOULDEN AVENUE,PAUL AVENUE,ADDRESS,BRONX,BEDFORD PARK BOULEVARD WEST,,In Progress,,,04/15/2025 02:34:32 AM,07 BRONX,2032470165,BRONX,"1,013,880","258,092",ONLINE,Unspecified,BRONX,,,,,,,,40.875027546390335,-73.89285951,"(40.875027546390335, -73.89285951305331)"
64650803,04/15/2025 12:24:31 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1183 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,04/15/2025 02:04:53 AM,04 BRONX,2024880031,BRONX,"1,006,211","243,445",ONLINE,Unspecified,BRONX,,,,,,,,40.834848330555566,-73.92063817,"(40.834848330555566, -73.92063817038486)"
64644097,04/15/2025 12:23:27 AM,04/15/2025 12:32:11 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10036,691 8 AVENUE,8 AVENUE,WEST   43 STREET,WEST   44 STREET,WEST   43 STREET,WEST   44 STREET,ADDRESS,NEW YORK,8 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/15/2025 12:32:15 AM,04 MANHATTAN,1010340037,MANHATTAN,"987,280","215,528",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.758250538139706,-73.98906289,"(40.758250538139706, -73.98906289410583)"
